row_id,height_orig,social_media_use,age
3077,503.0,6.0,
3078,700.0,,
3079,501.0,6.0,
3080,505.0,8.0,
3081,600.0,6.0,
3082,600.0,6.0,
3083,508.0,7.0,
3084,507.0,6.0,
3085,506.0,6.0,
3086,506.0,6.0,
3087,510.0,6.0,
3088,508.0,8.0,
3089,510.0,6.0,
3090,502.0,3.0,
3091,505.0,6.0,
3092,507.0,6.0,
3093,510.0,6.0,
3094,507.0,4.0,
3095,508.0,6.0,
3096,511.0,7.0,
3097,504.0,8.0,
3098,605.0,2.0,
3099,502.0,6.0,
3100,507.0,6.0,
3101,510.0,6.0,
3102,502.0,8.0,
3103,600.0,8.0,
3104,504.0,6.0,
3105,508.0,1.0,
3106,501.0,5.0,
3107,602.0,1.0,
3108,504.0,8.0,
3109,504.0,8.0,
3110,511.0,1.0,
3111,501.0,8.0,
3112,507.0,8.0,
3113,502.0,6.0,
3114,502.0,4.0,
3115,508.0,6.0,
3116,501.0,6.0,
3117,504.0,3.0,
3118,505.0,8.0,
3119,505.0,6.0,
3120,507.0,6.0,
3121,505.0,7.0,
3122,603.0,8.0,
3123,507.0,8.0,
3124,505.0,8.0,
3125,600.0,8.0,
3126,506.0,8.0,
3127,505.0,6.0,
3128,504.0,8.0,
3129,600.0,6.0,
3130,508.0,6.0,
3131,504.0,4.0,
3132,503.0,6.0,
3133,510.0,8.0,
3134,505.0,7.0,
3135,500.0,8.0,
3136,511.0,4.0,
3137,506.0,6.0,
3138,604.0,6.0,
3139,510.0,8.0,
3140,505.0,8.0,
3141,708.0,8.0,
3142,509.0,7.0,
3143,505.0,1.0,
3144,506.0,8.0,
3145,510.0,6.0,
3146,603.0,7.0,
3147,508.0,5.0,
3148,600.0,1.0,
3149,510.0,6.0,
3150,504.0,6.0,
3151,502.0,7.0,
3152,507.0,6.0,
3153,501.0,6.0,
3154,602.0,6.0,
3155,509.0,6.0,
3156,506.0,8.0,
3157,507.0,8.0,
3158,510.0,6.0,
3159,506.0,8.0,
3160,504.0,6.0,
3161,509.0,8.0,
3162,504.0,4.0,
3163,501.0,8.0,
3164,500.0,8.0,
3165,511.0,6.0,
3166,506.0,7.0,
3167,505.0,6.0,
3168,510.0,8.0,
3169,510.0,4.0,
3170,605.0,,
3171,505.0,4.0,
3172,600.0,1.0,
3173,600.0,4.0,
3174,510.0,6.0,
3175,511.0,6.0,
3176,507.0,6.0,
3177,503.0,8.0,
3178,500.0,6.0,
3179,502.0,6.0,
3180,508.0,8.0,
3181,504.0,6.0,
3182,500.0,8.0,
3183,508.0,6.0,
3184,,,
3185,601.0,6.0,
3186,504.0,8.0,
3187,411.0,6.0,
3188,506.0,8.0,
3189,510.0,6.0,
3190,507.0,3.0,
3191,411.0,6.0,
3192,509.0,8.0,
3193,510.0,6.0,
3194,502.0,8.0,
3195,505.0,8.0,
3196,504.0,6.0,
3197,510.0,8.0,
3198,504.0,6.0,
3199,502.0,6.0,
3200,505.0,6.0,
3201,511.0,6.0,
3202,509.0,6.0,
3203,600.0,8.0,
3204,509.0,6.0,
3205,506.0,6.0,
3206,500.0,6.0,
3207,602.0,5.0,
3208,506.0,6.0,
3209,503.0,7.0,
3210,505.0,1.0,
3211,507.0,5.0,
3212,501.0,6.0,
3213,600.0,8.0,
3214,511.0,8.0,
3215,505.0,8.0,
3216,507.0,8.0,
3217,510.0,6.0,
3218,503.0,8.0,
3219,504.0,1.0,
3220,507.0,1.0,
3221,601.0,8.0,
3222,505.0,6.0,
3223,601.0,,
3224,508.0,6.0,
3225,504.0,6.0,
3226,503.0,6.0,
3227,508.0,6.0,
3228,601.0,8.0,
3229,505.0,6.0,
3230,506.0,8.0,
3231,510.0,1.0,
3232,602.0,8.0,
3233,507.0,6.0,
3234,506.0,6.0,
3235,600.0,,
3236,510.0,6.0,
3237,504.0,6.0,
3238,505.0,8.0,
3239,509.0,6.0,
3240,501.0,6.0,
3241,505.0,6.0,
3242,510.0,4.0,
3243,505.0,6.0,
3244,504.0,8.0,
3245,501.0,8.0,
3246,511.0,6.0,
3247,502.0,6.0,
3248,502.0,8.0,
3249,600.0,6.0,
3250,603.0,8.0,
3251,503.0,,
3252,507.0,6.0,
3253,511.0,8.0,
3254,510.0,,
3255,502.0,6.0,
3256,508.0,8.0,
3257,501.0,6.0,
3258,503.0,8.0,
3259,502.0,6.0,
3260,502.0,6.0,
3261,511.0,6.0,
3262,507.0,6.0,
3263,509.0,6.0,
3264,509.0,7.0,
3265,509.0,6.0,
3266,408.0,6.0,
3267,500.0,6.0,
3268,504.0,6.0,
3269,505.0,6.0,
3270,604.0,7.0,
3271,507.0,6.0,
3272,506.0,8.0,
3273,411.0,8.0,
3274,509.0,8.0,
3275,506.0,8.0,
3276,411.0,8.0,
3277,511.0,5.0,
3278,508.0,1.0,
3279,500.0,8.0,
3280,603.0,6.0,
3281,601.0,,
3282,503.0,2.0,
3283,511.0,6.0,
3284,505.0,5.0,
3285,502.0,8.0,
3286,509.0,8.0,
3287,511.0,6.0,
3288,506.0,8.0,
3289,507.0,6.0,
3290,601.0,7.0,
3291,601.0,6.0,
3292,505.0,6.0,
3293,502.0,7.0,
3294,504.0,8.0,
3295,503.0,7.0,
3296,506.0,1.0,
3297,504.0,7.0,
3298,505.0,6.0,
3299,506.0,8.0,
3300,411.0,8.0,
3301,503.0,7.0,
3302,508.0,6.0,
3303,511.0,8.0,
3304,505.0,6.0,
3305,503.0,5.0,
3306,511.0,6.0,
3307,509.0,6.0,
3308,509.0,6.0,
3309,502.0,6.0,
3310,508.0,8.0,
3311,503.0,,
3312,504.0,6.0,
3313,507.0,5.0,
3314,504.0,6.0,
3315,600.0,5.0,
3316,504.0,6.0,
3317,509.0,8.0,
3318,502.0,6.0,
3319,511.0,8.0,
3320,502.0,8.0,
3321,508.0,,
3322,504.0,6.0,
3323,511.0,8.0,
3324,504.0,6.0,
3325,508.0,8.0,
3326,,1.0,
3327,503.0,8.0,
3328,506.0,8.0,
3329,508.0,8.0,
3330,502.0,8.0,
3331,501.0,6.0,
3332,510.0,5.0,
3333,602.0,7.0,
3334,506.0,6.0,
3335,502.0,8.0,
3336,504.0,8.0,
3337,505.0,6.0,
3338,600.0,8.0,
3339,601.0,4.0,
3340,600.0,6.0,
3341,411.0,6.0,
3342,502.0,8.0,
3343,505.0,5.0,
3344,600.0,6.0,
3345,600.0,6.0,
3346,602.0,6.0,
3347,510.0,8.0,
3348,511.0,8.0,
3349,507.0,8.0,
3350,502.0,6.0,
3351,507.0,8.0,
3352,503.0,8.0,
3353,506.0,6.0,
3354,508.0,6.0,
3355,506.0,3.0,
3356,506.0,6.0,
3357,502.0,8.0,
3358,506.0,1.0,
3359,503.0,6.0,
3360,504.0,4.0,
3361,509.0,6.0,
3362,504.0,2.0,
3363,600.0,2.0,
3364,500.0,8.0,
3365,508.0,5.0,
3366,509.0,6.0,
3367,504.0,8.0,
3368,600.0,1.0,
3369,501.0,6.0,
3370,603.0,1.0,
3371,511.0,6.0,
3372,506.0,6.0,
3373,506.0,6.0,
3374,505.0,5.0,
3375,508.0,2.0,
3376,504.0,6.0,
3377,600.0,8.0,
3378,602.0,6.0,
3379,601.0,8.0,
3380,511.0,8.0,
3381,508.0,8.0,
3382,502.0,8.0,
3383,600.0,8.0,
3384,511.0,6.0,
3385,503.0,5.0,
3386,508.0,6.0,
3387,508.0,6.0,
3388,509.0,1.0,
3389,509.0,8.0,
3390,507.0,1.0,
3391,505.0,6.0,
3392,504.0,8.0,
3393,509.0,6.0,
3394,506.0,6.0,
3395,511.0,7.0,
3396,503.0,8.0,
3397,509.0,6.0,
3398,507.0,6.0,
3399,601.0,6.0,
3400,510.0,6.0,
3401,504.0,6.0,
3402,502.0,2.0,
3403,507.0,1.0,
3404,504.0,6.0,
3405,506.0,8.0,
3406,501.0,6.0,
3407,509.0,6.0,
3408,601.0,8.0,
3409,511.0,8.0,
3410,506.0,6.0,
3411,509.0,6.0,
3412,601.0,8.0,
3413,507.0,8.0,
3414,510.0,4.0,
3415,600.0,6.0,
3416,507.0,8.0,
3417,600.0,6.0,
3418,603.0,6.0,
3419,603.0,,
3420,506.0,6.0,
3421,502.0,6.0,
3422,605.0,1.0,
3423,510.0,5.0,
3424,509.0,8.0,
3425,502.0,6.0,
3426,510.0,6.0,
3427,504.0,5.0,
3428,506.0,7.0,
3429,508.0,1.0,
3430,511.0,8.0,
3431,503.0,8.0,
3432,508.0,,
3433,506.0,6.0,
3434,503.0,1.0,
3435,505.0,6.0,
3436,507.0,5.0,
3437,503.0,6.0,
3438,502.0,6.0,
3439,604.0,8.0,
3440,508.0,8.0,
3441,510.0,6.0,
3442,511.0,6.0,
3443,503.0,6.0,
3444,508.0,8.0,
3445,411.0,6.0,
3446,600.0,5.0,
3447,508.0,6.0,
3448,507.0,3.0,
3449,506.0,2.0,
3450,600.0,5.0,
3451,504.0,6.0,
3452,706.0,8.0,
3453,504.0,8.0,
3454,502.0,6.0,
3455,604.0,7.0,
3456,508.0,8.0,
3457,508.0,8.0,
3458,505.0,6.0,
3459,504.0,5.0,
3460,507.0,8.0,
3461,503.0,5.0,
3462,510.0,7.0,
3463,500.0,6.0,
3464,502.0,6.0,
3465,510.0,7.0,
3466,507.0,6.0,
3467,505.0,7.0,
3468,503.0,8.0,
3469,509.0,8.0,
3470,600.0,7.0,
3471,500.0,5.0,
3472,509.0,6.0,
3473,600.0,6.0,
3474,508.0,6.0,
3475,602.0,6.0,
3476,511.0,8.0,
3477,504.0,8.0,
3478,600.0,5.0,
3479,511.0,6.0,
3480,511.0,8.0,
3481,508.0,8.0,
3482,500.0,,
3483,501.0,6.0,
3484,501.0,8.0,
3485,504.0,8.0,
3486,600.0,1.0,
3487,507.0,6.0,
3488,504.0,7.0,
3489,503.0,4.0,
3490,503.0,8.0,
3491,511.0,5.0,
3492,506.0,6.0,
3493,505.0,8.0,
3494,503.0,8.0,
3495,508.0,8.0,
3496,504.0,8.0,
3497,505.0,1.0,
3498,505.0,6.0,
3499,501.0,8.0,
3500,508.0,8.0,
3501,509.0,4.0,
3502,504.0,8.0,
3503,600.0,5.0,
3504,504.0,4.0,
3505,507.0,8.0,
3506,502.0,6.0,
3507,500.0,8.0,
3508,508.0,8.0,
3509,507.0,6.0,
3510,602.0,6.0,
3511,503.0,8.0,
3512,510.0,8.0,
3513,501.0,6.0,
3514,508.0,6.0,
3515,504.0,1.0,
3516,505.0,8.0,
3517,601.0,6.0,
3518,511.0,6.0,
3519,506.0,8.0,
3520,510.0,8.0,
3521,507.0,1.0,
3522,502.0,8.0,
3523,510.0,5.0,
3524,505.0,3.0,
3525,504.0,6.0,
3526,509.0,1.0,
3527,506.0,1.0,
3528,502.0,8.0,
3529,508.0,5.0,
3530,501.0,8.0,
3531,605.0,6.0,
3532,508.0,6.0,
3533,509.0,1.0,
3534,601.0,2.0,
3535,508.0,6.0,
3536,510.0,1.0,
3537,500.0,1.0,
3538,508.0,7.0,
3539,511.0,6.0,
3540,504.0,1.0,
3541,601.0,1.0,
3542,504.0,1.0,
3543,506.0,8.0,
3544,501.0,6.0,
3545,603.0,1.0,
3546,506.0,1.0,
3547,511.0,4.0,
3548,506.0,6.0,
3549,507.0,6.0,
3550,506.0,6.0,
3551,505.0,8.0,
3552,509.0,4.0,
3553,511.0,1.0,
3554,508.0,6.0,
3555,508.0,1.0,
3556,506.0,4.0,
3557,506.0,1.0,
3558,506.0,1.0,
3559,504.0,6.0,
3560,,6.0,
3561,502.0,1.0,
3562,504.0,1.0,
3563,600.0,5.0,
3564,509.0,6.0,
3565,510.0,6.0,
3566,508.0,6.0,
3567,,6.0,
3568,501.0,6.0,
3569,502.0,4.0,
3570,501.0,1.0,
3571,508.0,8.0,
3572,501.0,6.0,
3573,504.0,8.0,
3574,501.0,1.0,
3575,601.0,2.0,
3576,507.0,1.0,
3577,508.0,6.0,
3578,504.0,1.0,
3579,503.0,6.0,
3580,,6.0,
3581,709.0,4.0,
3582,509.0,6.0,
3583,501.0,6.0,
3584,600.0,2.0,
3585,506.0,8.0,
3586,506.0,8.0,
3587,602.0,6.0,
3588,505.0,8.0,
3589,600.0,1.0,
3590,601.0,6.0,
3591,600.0,4.0,
3592,505.0,6.0,
3593,503.0,4.0,
3594,600.0,8.0,
3595,504.0,5.0,
3596,600.0,7.0,
3597,508.0,5.0,
3598,506.0,8.0,
3599,508.0,1.0,
3600,603.0,6.0,
3601,600.0,4.0,
3602,604.0,,
3603,501.0,6.0,
3604,508.0,8.0,
3605,505.0,5.0,
3606,603.0,6.0,
3607,507.0,1.0,
3608,601.0,6.0,
3609,503.0,8.0,
3610,505.0,1.0,
3611,510.0,8.0,
3612,508.0,5.0,
3613,502.0,5.0,
3614,506.0,6.0,
3615,604.0,7.0,
3616,505.0,6.0,
3617,600.0,6.0,
3618,507.0,8.0,
3619,510.0,8.0,
3620,506.0,1.0,
3621,507.0,2.0,
3622,600.0,5.0,
3623,603.0,5.0,
3624,511.0,5.0,
3625,511.0,7.0,
3626,504.0,8.0,
3627,509.0,1.0,
3628,508.0,5.0,
3629,600.0,6.0,
3630,600.0,8.0,
3631,500.0,6.0,
3632,502.0,4.0,
3633,505.0,1.0,
3634,603.0,6.0,
3635,602.0,7.0,
3636,511.0,1.0,
3637,604.0,6.0,
3638,602.0,1.0,
3639,503.0,5.0,
3640,505.0,6.0,
3641,602.0,8.0,
3642,511.0,8.0,
3643,507.0,1.0,
3644,511.0,6.0,
3645,506.0,7.0,
3646,507.0,5.0,
3647,506.0,6.0,
3648,502.0,6.0,
3649,510.0,5.0,
3650,711.0,8.0,
3651,510.0,6.0,
3652,507.0,6.0,
3653,504.0,8.0,
3654,505.0,6.0,
3655,510.0,6.0,
3656,600.0,2.0,
3657,510.0,5.0,
3658,511.0,8.0,
3659,411.0,8.0,
3660,503.0,4.0,
3661,510.0,1.0,
3662,511.0,5.0,
3663,502.0,7.0,
3664,502.0,8.0,
3665,501.0,8.0,
3666,511.0,6.0,
3667,509.0,6.0,
3668,504.0,5.0,
3669,503.0,1.0,
3670,603.0,5.0,
3671,602.0,1.0,
3672,507.0,8.0,
3673,503.0,8.0,
3674,502.0,8.0,
3675,505.0,6.0,
3676,601.0,4.0,
3677,600.0,5.0,
3678,511.0,6.0,
3679,505.0,6.0,
3680,507.0,7.0,
3681,,1.0,
3682,506.0,1.0,
3683,507.0,1.0,
3684,504.0,6.0,
3685,510.0,5.0,
3686,600.0,4.0,
3687,511.0,6.0,
3688,507.0,6.0,
3689,600.0,8.0,
3690,600.0,8.0,
3691,603.0,8.0,
3692,,6.0,
3693,511.0,1.0,
3694,502.0,6.0,
3695,508.0,6.0,
3696,505.0,6.0,
3697,511.0,6.0,
3698,509.0,3.0,
3699,505.0,6.0,
3700,503.0,8.0,
3701,509.0,8.0,
3702,506.0,8.0,
3703,504.0,1.0,
3704,502.0,6.0,
3705,508.0,6.0,
3706,600.0,7.0,
3707,507.0,7.0,
3708,510.0,6.0,
3709,505.0,8.0,
3710,507.0,6.0,
3711,501.0,6.0,
3712,509.0,2.0,
3713,506.0,6.0,
3714,508.0,6.0,
3715,511.0,1.0,
3716,507.0,2.0,
3717,504.0,8.0,
3718,506.0,8.0,
3719,505.0,1.0,
3720,508.0,7.0,
3721,501.0,8.0,
3722,509.0,4.0,
3723,,6.0,
3724,600.0,8.0,
3725,502.0,8.0,
3726,602.0,2.0,
3727,502.0,6.0,
3728,607.0,5.0,
3729,502.0,8.0,
3730,609.0,8.0,
3731,508.0,6.0,
3732,610.0,,
3733,601.0,6.0,
3734,511.0,8.0,
3735,602.0,6.0,
3736,509.0,6.0,
3737,,1.0,
3738,602.0,6.0,
3739,511.0,6.0,
3740,508.0,5.0,
3741,508.0,6.0,
3742,509.0,8.0,
3743,511.0,1.0,
3744,507.0,4.0,
3745,509.0,4.0,
3746,606.0,2.0,
3747,507.0,6.0,
3748,600.0,,
3749,505.0,4.0,
3750,602.0,8.0,
3751,510.0,6.0,
3752,506.0,6.0,
3753,510.0,6.0,
3754,507.0,8.0,
3755,503.0,6.0,
3756,508.0,6.0,
3757,504.0,8.0,
3758,503.0,8.0,
3759,504.0,6.0,
3760,603.0,8.0,
3761,510.0,6.0,
3762,510.0,6.0,
3763,506.0,6.0,
3764,509.0,3.0,
3765,502.0,8.0,
3766,510.0,4.0,
3767,510.0,5.0,
3768,507.0,6.0,
3769,503.0,6.0,
3770,510.0,6.0,
3771,507.0,8.0,
3772,508.0,6.0,
3773,509.0,5.0,
3774,600.0,6.0,
3775,505.0,6.0,
3776,509.0,8.0,
3777,508.0,8.0,
3778,502.0,8.0,
3779,601.0,6.0,
3780,601.0,8.0,
3781,508.0,6.0,
3782,502.0,6.0,
3783,501.0,6.0,
3784,600.0,8.0,
3785,508.0,7.0,
3786,510.0,8.0,
3787,509.0,7.0,
3788,504.0,8.0,
3789,505.0,7.0,
3790,600.0,7.0,
3791,511.0,8.0,
3792,501.0,8.0,
3793,511.0,2.0,
3794,504.0,8.0,
3795,505.0,6.0,
3796,505.0,8.0,
3797,600.0,6.0,
3798,509.0,1.0,
3799,507.0,8.0,
3800,507.0,1.0,
3801,504.0,8.0,
3802,508.0,6.0,
3803,510.0,5.0,
3804,511.0,4.0,
3805,602.0,7.0,
3806,601.0,6.0,
3807,511.0,8.0,
3808,506.0,6.0,
3809,700.0,8.0,
3810,507.0,8.0,
3811,600.0,6.0,
3812,502.0,6.0,
3813,505.0,7.0,
3814,510.0,8.0,
3815,505.0,7.0,
3816,505.0,7.0,
3817,507.0,7.0,
3818,502.0,6.0,
3819,506.0,7.0,
3820,504.0,7.0,
3821,507.0,8.0,
3822,506.0,8.0,
3823,509.0,6.0,
3824,601.0,8.0,
3825,507.0,4.0,
3826,508.0,5.0,
3827,505.0,8.0,
3828,501.0,6.0,
3829,508.0,8.0,
3830,502.0,8.0,
3831,505.0,6.0,
3832,503.0,6.0,
3833,510.0,8.0,
3834,503.0,5.0,
3835,509.0,7.0,
3836,507.0,5.0,
3837,509.0,8.0,
3838,508.0,7.0,
3839,500.0,8.0,
3840,505.0,7.0,
3841,511.0,6.0,
3842,500.0,8.0,
3843,508.0,8.0,
3844,511.0,8.0,
3845,506.0,6.0,
3846,503.0,8.0,
3847,507.0,6.0,
3848,504.0,6.0,
3849,504.0,8.0,
3850,502.0,8.0,
3851,507.0,6.0,
3852,600.0,6.0,
3853,507.0,8.0,
3854,504.0,6.0,
3855,507.0,5.0,
3856,503.0,8.0,
3857,503.0,8.0,
3858,508.0,,
3859,504.0,6.0,
3860,600.0,8.0,
3861,506.0,6.0,
3862,509.0,5.0,
3863,511.0,6.0,
3864,600.0,,
3865,502.0,8.0,
3866,505.0,5.0,
3867,504.0,8.0,
3868,503.0,8.0,
3869,511.0,6.0,
3870,507.0,1.0,
3871,508.0,6.0,
3872,504.0,6.0,
3873,603.0,8.0,
3874,506.0,6.0,
3875,506.0,8.0,
3876,507.0,6.0,
3877,510.0,6.0,
3878,505.0,8.0,
3879,510.0,4.0,
3880,509.0,6.0,
3881,509.0,4.0,
3882,500.0,6.0,
3883,601.0,8.0,
3884,504.0,6.0,
3885,509.0,8.0,
3886,509.0,8.0,
3887,508.0,6.0,
3888,510.0,6.0,
3889,600.0,6.0,
3890,506.0,8.0,
3891,600.0,8.0,
3892,505.0,7.0,
3893,600.0,,
3894,500.0,8.0,
3895,504.0,6.0,
3896,506.0,6.0,
3897,510.0,6.0,
3898,503.0,6.0,
3899,605.0,5.0,
3900,600.0,5.0,
3901,601.0,6.0,
3902,505.0,6.0,
3903,507.0,6.0,
3904,504.0,6.0,
3905,511.0,8.0,
3906,600.0,8.0,
3907,503.0,6.0,
3908,511.0,6.0,
3909,500.0,8.0,
3910,505.0,3.0,
3911,511.0,4.0,
3912,511.0,8.0,
3913,509.0,1.0,
3914,507.0,8.0,
3915,506.0,8.0,
3916,510.0,6.0,
3917,508.0,8.0,
3918,506.0,4.0,
3919,500.0,8.0,
3920,508.0,6.0,
3921,510.0,6.0,
3922,507.0,,
3923,509.0,7.0,
3924,510.0,8.0,
3925,507.0,8.0,
3926,507.0,8.0,
3927,502.0,8.0,
3928,507.0,8.0,
3929,511.0,8.0,
3930,511.0,8.0,
3931,507.0,6.0,
3932,503.0,5.0,
3933,505.0,1.0,
3934,510.0,8.0,
3935,500.0,8.0,
3936,511.0,6.0,
3937,500.0,8.0,
3938,501.0,1.0,
3939,506.0,6.0,
3940,600.0,6.0,
3941,508.0,7.0,
3942,503.0,6.0,
3943,508.0,6.0,
3944,502.0,8.0,
3945,411.0,8.0,
3946,600.0,3.0,
3947,508.0,6.0,
3948,509.0,6.0,
3949,507.0,8.0,
3950,509.0,6.0,
3951,509.0,8.0,
3952,503.0,8.0,
3953,511.0,2.0,
3954,511.0,6.0,
3955,506.0,6.0,
3956,502.0,6.0,
3957,502.0,6.0,
3958,502.0,6.0,
3959,603.0,6.0,
3960,506.0,8.0,
3961,502.0,8.0,
3962,505.0,6.0,
3963,501.0,8.0,
3964,500.0,4.0,
3965,511.0,8.0,
3966,508.0,6.0,
3967,510.0,4.0,
3968,600.0,8.0,
3969,503.0,8.0,
3970,508.0,6.0,
3971,601.0,8.0,
3972,507.0,5.0,
3973,504.0,,
3974,504.0,6.0,
3975,502.0,8.0,
3976,505.0,8.0,
3977,509.0,8.0,
3978,510.0,6.0,
3979,510.0,8.0,
3980,502.0,1.0,
3981,506.0,7.0,
3982,603.0,8.0,
3983,506.0,6.0,
3984,601.0,6.0,
3985,501.0,6.0,
3986,511.0,8.0,
3987,602.0,6.0,
3988,506.0,6.0,
3989,509.0,6.0,
3990,510.0,7.0,
3991,506.0,2.0,
3992,510.0,8.0,
3993,508.0,6.0,
3994,507.0,6.0,
3995,600.0,1.0,
3996,510.0,,
3997,504.0,8.0,
3998,507.0,6.0,
3999,508.0,8.0,
4000,411.0,6.0,
4001,508.0,8.0,
4002,504.0,8.0,
4003,402.0,2.0,
4004,503.0,8.0,
4005,508.0,7.0,
4006,509.0,4.0,
4007,505.0,8.0,
4008,506.0,7.0,
4009,508.0,6.0,
4010,505.0,8.0,
4011,503.0,6.0,
4012,506.0,6.0,
4013,508.0,8.0,
4014,503.0,6.0,
4015,600.0,8.0,
4016,510.0,,
4017,510.0,6.0,
4018,511.0,6.0,
4019,505.0,8.0,
4020,505.0,5.0,
4021,508.0,7.0,
4022,505.0,8.0,
4023,504.0,2.0,
4024,509.0,6.0,
4025,507.0,8.0,
4026,500.0,6.0,
4027,506.0,4.0,
4028,601.0,,
4029,502.0,6.0,
4030,503.0,8.0,
4031,503.0,8.0,
4032,511.0,,
4033,,8.0,
4034,711.0,,
4035,708.0,2.0,
4036,,8.0,
4037,509.0,6.0,
4038,511.0,7.0,
4039,601.0,6.0,
4040,506.0,8.0,
4041,509.0,8.0,
4042,510.0,8.0,
4043,506.0,7.0,
4044,506.0,6.0,
4045,511.0,6.0,
4046,600.0,6.0,
4047,508.0,8.0,
4048,510.0,6.0,
4049,605.0,8.0,
4050,600.0,4.0,
4051,510.0,5.0,
4052,507.0,8.0,
4053,602.0,8.0,
4054,602.0,7.0,
4055,504.0,8.0,
4056,600.0,7.0,
4057,602.0,6.0,
4058,604.0,7.0,
4059,600.0,6.0,
4060,600.0,6.0,
4061,600.0,8.0,
4062,600.0,6.0,
4063,510.0,8.0,
4064,600.0,6.0,
4065,510.0,7.0,
4066,602.0,4.0,
4067,506.0,6.0,
4068,506.0,8.0,
4069,509.0,6.0,
4070,601.0,7.0,
4071,508.0,7.0,
4072,509.0,6.0,
4073,602.0,8.0,
4074,507.0,6.0,
4075,506.0,,
4076,602.0,8.0,
4077,,5.0,
4078,506.0,3.0,
4079,607.0,8.0,
4080,601.0,6.0,
4081,605.0,4.0,
4082,508.0,6.0,
4083,511.0,8.0,
4084,600.0,6.0,
4085,601.0,6.0,
4086,600.0,6.0,
4087,509.0,5.0,
4088,507.0,6.0,
4089,600.0,6.0,
4090,601.0,5.0,
4091,504.0,8.0,
4092,511.0,8.0,
4093,601.0,8.0,
4094,509.0,6.0,
4095,510.0,1.0,
4096,510.0,1.0,
4097,511.0,8.0,
4098,510.0,6.0,
4099,600.0,6.0,
4100,510.0,5.0,
4101,510.0,2.0,
4102,602.0,7.0,
4103,705.0,8.0,
4104,511.0,8.0,
4105,600.0,6.0,
4106,508.0,8.0,
4107,506.0,7.0,
4108,511.0,6.0,
4109,601.0,6.0,
4110,509.0,8.0,
4111,600.0,8.0,
4112,600.0,8.0,
4113,510.0,6.0,
4114,603.0,8.0,
4115,509.0,6.0,
4116,509.0,5.0,
4117,603.0,6.0,
4118,510.0,7.0,
4119,602.0,8.0,
4120,511.0,6.0,
4121,507.0,,
4122,605.0,6.0,
4123,604.0,6.0,
4124,508.0,1.0,
4125,600.0,7.0,
4126,507.0,7.0,
4127,507.0,5.0,
4128,511.0,8.0,
4129,603.0,5.0,
4130,505.0,1.0,
4131,602.0,6.0,
4132,506.0,6.0,
4133,511.0,7.0,
4134,505.0,8.0,
4135,411.0,4.0,
4136,600.0,6.0,
4137,510.0,6.0,
4138,502.0,8.0,
4139,509.0,4.0,
4140,506.0,6.0,
4141,503.0,8.0,
4142,506.0,8.0,
4143,602.0,6.0,
4144,506.0,8.0,
4145,505.0,8.0,
4146,510.0,5.0,
4147,509.0,8.0,
4148,503.0,6.0,
4149,507.0,8.0,
4150,505.0,6.0,
4151,,6.0,
4152,503.0,8.0,
4153,603.0,8.0,
4154,510.0,6.0,
4155,505.0,8.0,
4156,511.0,6.0,
4157,504.0,6.0,
4158,505.0,6.0,
4159,503.0,8.0,
4160,510.0,6.0,
4161,506.0,8.0,
4162,508.0,6.0,
4163,506.0,7.0,
4164,505.0,6.0,
4165,508.0,6.0,
4166,505.0,8.0,
4167,500.0,8.0,
4168,500.0,8.0,
4169,504.0,8.0,
4170,601.0,6.0,
4171,510.0,,
4172,510.0,6.0,
4173,508.0,8.0,
4174,508.0,6.0,
4175,601.0,8.0,
4176,601.0,6.0,
4177,510.0,4.0,
4178,509.0,6.0,
4179,509.0,6.0,
4180,503.0,1.0,
4181,506.0,6.0,
4182,506.0,6.0,
4183,602.0,3.0,
4184,500.0,6.0,
4185,509.0,8.0,
4186,508.0,8.0,
4187,507.0,6.0,
4188,503.0,6.0,
4189,508.0,8.0,
4190,510.0,6.0,
4191,504.0,8.0,
4192,509.0,8.0,
4193,506.0,8.0,
4194,509.0,6.0,
4195,602.0,6.0,
4196,711.0,,
4197,502.0,6.0,
4198,510.0,3.0,
4199,511.0,8.0,
4200,506.0,6.0,
4201,601.0,7.0,
4202,502.0,1.0,
4203,507.0,7.0,
4204,509.0,7.0,
4205,402.0,4.0,
4206,507.0,6.0,
4207,507.0,1.0,
4208,510.0,4.0,
4209,506.0,1.0,
4210,507.0,3.0,
4211,601.0,6.0,
4212,502.0,,
4213,509.0,7.0,
4214,600.0,6.0,
4215,510.0,8.0,
4216,505.0,8.0,
4217,504.0,8.0,
4218,507.0,6.0,
4219,511.0,6.0,
4220,507.0,6.0,
4221,601.0,4.0,
4222,509.0,7.0,
4223,600.0,6.0,
4224,510.0,5.0,
4225,504.0,8.0,
4226,600.0,6.0,
4227,601.0,8.0,
4228,503.0,6.0,
4229,511.0,6.0,
4230,510.0,6.0,
4231,509.0,6.0,
4232,509.0,6.0,
4233,510.0,6.0,
4234,600.0,8.0,
4235,504.0,6.0,
4236,510.0,8.0,
4237,504.0,8.0,
4238,601.0,6.0,
4239,508.0,8.0,
4240,601.0,5.0,
4241,509.0,8.0,
4242,508.0,6.0,
4243,506.0,6.0,
4244,504.0,6.0,
4245,506.0,8.0,
4246,507.0,8.0,
4247,504.0,6.0,
4248,508.0,6.0,
4249,509.0,6.0,
4250,502.0,6.0,
4251,504.0,7.0,
4252,511.0,1.0,
