row_id,weight_orig,mental_health_not_good,grade
3463,118.0,4.0,
3464,180.0,5.0,
3465,151.0,2.0,
3466,142.0,1.0,
3467,146.0,1.0,
3468,150.0,3.0,
3469,165.0,1.0,
3470,225.0,1.0,
3471,152.0,3.0,
3472,132.0,3.0,
3473,150.0,2.0,
3474,125.0,4.0,
3475,160.0,1.0,
3476,110.0,5.0,
3477,150.0,4.0,
3478,270.0,1.0,
3479,168.0,1.0,
3480,157.0,1.0,
3481,174.0,1.0,
3482,108.0,,
3483,175.0,3.0,
3484,110.0,4.0,
3485,120.0,3.0,
3486,201.0,4.0,
3487,112.0,3.0,
3488,155.0,4.0,
3489,125.0,1.0,
3490,130.0,5.0,
3491,142.0,1.0,
3492,135.0,2.0,
3493,215.0,3.0,
3494,135.0,5.0,
3495,148.0,4.0,
3496,120.0,4.0,
3497,146.0,3.0,
3498,135.0,1.0,
3499,150.0,5.0,
3500,190.0,4.0,
3501,215.0,1.0,
3502,170.0,4.0,
3503,190.0,1.0,
3504,,3.0,
3505,118.0,3.0,
3506,160.0,4.0,
3507,96.0,2.0,
3508,110.0,3.0,
3509,125.0,4.0,
3510,152.0,1.0,
3511,177.0,5.0,
3512,140.0,1.0,
3513,169.0,2.0,
3514,165.0,4.0,
3515,145.0,1.0,
3516,155.0,2.0,
3517,170.0,2.0,
3518,225.0,1.0,
3519,130.0,4.0,
3520,183.0,4.0,
3521,153.0,1.0,
3522,220.0,3.0,
3523,148.0,1.0,
3524,155.0,5.0,
3525,141.0,4.0,
3526,150.0,2.0,
3527,115.0,5.0,
3528,125.0,4.0,
3529,148.0,1.0,
3530,150.0,5.0,
3531,137.0,2.0,
3532,175.0,2.0,
3533,90.0,3.0,
3534,130.0,3.0,
3535,135.0,2.0,
3536,148.0,5.0,
3537,90.0,1.0,
3538,238.0,1.0,
3539,140.0,2.0,
3540,125.0,3.0,
3541,150.0,2.0,
3542,98.0,2.0,
3543,,4.0,
3544,105.0,4.0,
3545,245.0,2.0,
3546,150.0,4.0,
3547,160.0,1.0,
3548,135.0,2.0,
3549,162.0,3.0,
3550,135.0,1.0,
3551,220.0,2.0,
3552,140.0,2.0,
3553,140.0,3.0,
3554,214.0,2.0,
3555,,2.0,
3556,115.0,2.0,
3557,125.0,3.0,
3558,113.0,3.0,
3559,100.0,2.0,
3560,,1.0,
3561,110.0,1.0,
3562,125.0,4.0,
3563,160.0,1.0,
3564,160.0,1.0,
3565,110.0,3.0,
3566,130.0,4.0,
3567,,1.0,
3568,,4.0,
3569,178.0,2.0,
3570,105.0,2.0,
3571,140.0,4.0,
3572,156.0,4.0,
3573,114.0,4.0,
3574,108.0,3.0,
3575,147.0,2.0,
3576,,3.0,
3577,140.0,3.0,
3578,120.0,4.0,
3579,116.0,2.0,
3580,,2.0,
3581,,1.0,
3582,208.0,5.0,
3583,110.0,4.0,
3584,145.0,1.0,
3585,120.0,4.0,
3586,220.0,2.0,
3587,160.0,1.0,
3588,220.0,5.0,
3589,129.0,2.0,
3590,215.0,1.0,
3591,150.0,3.0,
3592,125.0,4.0,
3593,122.0,4.0,
3594,140.0,4.0,
3595,115.0,3.0,
3596,210.0,1.0,
3597,130.0,4.0,
3598,125.0,4.0,
3599,165.0,3.0,
3600,224.0,3.0,
3601,230.0,3.0,
3602,195.0,2.0,
3603,150.0,5.0,
3604,170.0,1.0,
3605,125.0,4.0,
3606,125.0,1.0,
3607,134.0,2.0,
3608,185.0,2.0,
3609,117.0,3.0,
3610,140.0,4.0,
3611,140.0,1.0,
3612,140.0,1.0,
3613,120.0,5.0,
3614,105.0,3.0,
3615,270.0,2.0,
3616,154.0,5.0,
3617,230.0,2.0,
3618,173.0,2.0,
3619,145.0,3.0,
3620,140.0,4.0,
3621,165.0,2.0,
3622,155.0,3.0,
3623,250.0,3.0,
3624,165.0,2.0,
3625,160.0,2.0,
3626,120.0,2.0,
3627,195.0,3.0,
3628,175.0,4.0,
3629,140.0,3.0,
3630,150.0,3.0,
3631,105.0,4.0,
3632,105.0,3.0,
3633,115.0,3.0,
3634,156.0,4.0,
3635,157.0,2.0,
3636,140.0,2.0,
3637,170.0,3.0,
3638,206.0,3.0,
3639,130.0,4.0,
3640,117.0,2.0,
3641,110.0,3.0,
3642,200.0,3.0,
3643,150.0,2.0,
3644,178.0,1.0,
3645,125.0,3.0,
3646,146.0,3.0,
3647,115.0,3.0,
3648,120.0,1.0,
3649,160.0,3.0,
3650,210.0,5.0,
3651,150.0,1.0,
3652,120.0,3.0,
3653,115.0,3.0,
3654,165.0,3.0,
3655,145.0,1.0,
3656,169.0,3.0,
3657,145.0,2.0,
3658,160.0,3.0,
3659,213.0,5.0,
3660,138.0,2.0,
3661,144.0,2.0,
3662,170.0,4.0,
3663,175.0,5.0,
3664,110.0,1.0,
3665,110.0,4.0,
3666,170.0,3.0,
3667,117.0,3.0,
3668,135.0,3.0,
3669,145.0,3.0,
3670,215.0,2.0,
3671,150.0,3.0,
3672,125.0,5.0,
3673,130.0,3.0,
3674,108.0,4.0,
3675,130.0,1.0,
3676,150.0,4.0,
3677,180.0,2.0,
3678,135.0,1.0,
3679,165.0,3.0,
3680,120.0,5.0,
3681,,3.0,
3682,130.0,2.0,
3683,145.0,3.0,
3684,130.0,3.0,
3685,155.0,3.0,
3686,260.0,3.0,
3687,175.0,,
3688,150.0,5.0,
3689,165.0,4.0,
3690,154.0,2.0,
3691,185.0,3.0,
3692,122.0,2.0,
3693,120.0,1.0,
3694,138.0,2.0,
3695,137.0,1.0,
3696,135.0,3.0,
3697,145.0,5.0,
3698,130.0,4.0,
3699,129.0,2.0,
3700,120.0,2.0,
3701,145.0,1.0,
3702,127.0,4.0,
3703,125.0,3.0,
3704,137.0,1.0,
3705,140.0,2.0,
3706,155.0,3.0,
3707,163.0,2.0,
3708,255.0,1.0,
3709,180.0,3.0,
3710,214.0,3.0,
3711,125.0,3.0,
3712,210.0,4.0,
3713,160.0,3.0,
3714,175.0,2.0,
3715,160.0,2.0,
3716,115.0,,
3717,120.0,4.0,
3718,160.0,3.0,
3719,130.0,3.0,
3720,150.0,4.0,
3721,103.0,4.0,
3722,155.0,2.0,
3723,,1.0,
3724,,3.0,
3725,109.0,4.0,
3726,160.0,3.0,
3727,114.0,3.0,
3728,140.0,3.0,
3729,110.0,5.0,
3730,195.0,2.0,
3731,,3.0,
3732,,,
3733,136.0,3.0,
3734,140.0,2.0,
3735,170.0,3.0,
3736,170.0,2.0,
3737,,2.0,
3738,145.0,5.0,
3739,180.0,1.0,
3740,160.0,1.0,
3741,140.0,1.0,
3742,180.0,2.0,
3743,125.0,1.0,
3744,135.0,3.0,
3745,,4.0,
3746,130.0,2.0,
3747,165.0,5.0,
3748,120.0,,
3749,100.0,1.0,
3750,155.0,3.0,
3751,158.0,1.0,
3752,160.0,4.0,
3753,160.0,2.0,
3754,137.0,3.0,
3755,141.0,2.0,
3756,150.0,2.0,
3757,115.0,1.0,
3758,109.0,4.0,
3759,142.0,1.0,
3760,184.0,3.0,
3761,220.0,2.0,
3762,190.0,3.0,
3763,160.0,2.0,
3764,170.0,3.0,
3765,286.0,2.0,
3766,220.0,2.0,
3767,115.0,1.0,
3768,,4.0,
3769,165.0,4.0,
3770,130.0,3.0,
3771,190.0,5.0,
3772,278.0,4.0,
3773,145.0,3.0,
3774,,4.0,
3775,150.0,2.0,
3776,230.0,5.0,
3777,180.0,5.0,
3778,199.0,4.0,
3779,130.0,4.0,
3780,140.0,4.0,
3781,130.0,3.0,
3782,119.0,2.0,
3783,125.0,5.0,
3784,265.0,1.0,
3785,177.0,4.0,
3786,194.0,4.0,
3787,135.0,5.0,
3788,118.0,4.0,
3789,190.0,5.0,
3790,160.0,1.0,
3791,215.0,1.0,
3792,174.0,2.0,
3793,155.0,3.0,
3794,120.0,3.0,
3795,116.0,5.0,
3796,136.0,3.0,
3797,161.0,1.0,
3798,180.0,1.0,
3799,125.0,2.0,
3800,120.0,1.0,
3801,146.0,4.0,
3802,165.0,1.0,
3803,215.0,2.0,
3804,115.0,4.0,
3805,220.0,3.0,
3806,145.0,2.0,
3807,199.0,2.0,
3808,160.0,3.0,
3809,128.0,4.0,
3810,210.0,3.0,
3811,276.0,5.0,
3812,160.0,3.0,
3813,120.0,4.0,
3814,165.0,3.0,
3815,135.0,1.0,
3816,124.0,4.0,
3817,135.0,3.0,
3818,180.0,3.0,
3819,130.0,5.0,
3820,115.0,2.0,
3821,205.0,4.0,
3822,120.0,4.0,
3823,167.0,3.0,
3824,264.0,4.0,
3825,130.0,4.0,
3826,200.0,4.0,
3827,300.0,4.0,
3828,110.0,4.0,
3829,158.0,3.0,
3830,160.0,4.0,
3831,151.0,4.0,
3832,165.0,5.0,
3833,139.0,3.0,
3834,80.0,2.0,
3835,155.0,2.0,
3836,135.0,3.0,
3837,150.0,3.0,
3838,142.0,5.0,
3839,105.0,4.0,
3840,125.0,4.0,
3841,148.0,3.0,
3842,112.0,1.0,
3843,120.0,4.0,
3844,157.0,,
3845,180.0,4.0,
3846,155.0,3.0,
3847,180.0,4.0,
3848,200.0,4.0,
3849,160.0,4.0,
3850,103.0,2.0,
3851,130.0,4.0,
3852,145.0,5.0,
3853,145.0,3.0,
3854,115.0,4.0,
3855,131.0,4.0,
3856,135.0,2.0,
3857,104.0,1.0,
3858,150.0,,
3859,130.0,5.0,
3860,203.0,4.0,
3861,195.0,4.0,
3862,160.0,2.0,
3863,200.0,2.0,
3864,148.0,,
3865,115.0,2.0,
3866,87.0,5.0,
3867,,4.0,
3868,145.0,3.0,
3869,153.0,2.0,
3870,150.0,1.0,
3871,135.0,4.0,
3872,115.0,3.0,
3873,180.0,3.0,
3874,,5.0,
3875,101.0,3.0,
3876,160.0,3.0,
3877,205.0,4.0,
3878,158.0,1.0,
3879,125.0,1.0,
3880,168.0,1.0,
3881,154.0,2.0,
3882,100.0,5.0,
3883,162.0,2.0,
3884,,4.0,
3885,120.0,2.0,
3886,102.0,4.0,
3887,180.0,4.0,
3888,150.0,1.0,
3889,215.0,2.0,
3890,151.0,2.0,
3891,170.0,1.0,
3892,110.0,2.0,
3893,130.0,,
3894,145.0,4.0,
3895,110.0,2.0,
3896,120.0,4.0,
3897,190.0,3.0,
3898,124.0,3.0,
3899,265.0,1.0,
3900,140.0,4.0,
3901,190.0,3.0,
3902,,3.0,
3903,109.0,3.0,
3904,170.0,3.0,
3905,155.0,1.0,
3906,130.0,1.0,
3907,110.0,4.0,
3908,130.0,3.0,
3909,135.0,4.0,
3910,,3.0,
3911,160.0,1.0,
3912,190.0,3.0,
3913,140.0,5.0,
3914,195.0,1.0,
3915,140.0,2.0,
3916,175.0,2.0,
3917,170.0,1.0,
3918,125.0,4.0,
3919,110.0,4.0,
3920,170.0,3.0,
3921,200.0,4.0,
3922,280.0,,
3923,133.0,3.0,
3924,130.0,4.0,
3925,130.0,4.0,
3926,,3.0,
3927,120.0,2.0,
3928,140.0,4.0,
3929,205.0,2.0,
3930,180.0,2.0,
3931,135.0,1.0,
3932,108.0,4.0,
3933,135.0,4.0,
3934,175.0,3.0,
3935,110.0,3.0,
3936,180.0,1.0,
3937,109.0,4.0,
3938,102.0,4.0,
3939,142.0,4.0,
3940,215.0,3.0,
3941,155.0,4.0,
3942,140.0,3.0,
3943,,5.0,
3944,98.0,4.0,
3945,196.0,4.0,
3946,230.0,2.0,
3947,165.0,3.0,
3948,128.0,2.0,
3949,195.0,1.0,
3950,150.0,4.0,
3951,185.0,5.0,
3952,127.0,4.0,
3953,110.0,2.0,
3954,265.0,5.0,
3955,145.0,2.0,
3956,104.0,5.0,
3957,113.0,5.0,
3958,135.0,3.0,
3959,172.0,2.0,
3960,130.0,3.0,
3961,98.0,5.0,
3962,129.0,2.0,
3963,109.0,2.0,
3964,115.0,5.0,
3965,136.0,5.0,
3966,136.0,3.0,
3967,220.0,4.0,
3968,155.0,2.0,
3969,180.0,4.0,
3970,170.0,3.0,
3971,175.0,3.0,
3972,170.0,3.0,
3973,,5.0,
3974,125.0,4.0,
3975,100.0,3.0,
3976,110.0,2.0,
3977,248.0,2.0,
3978,168.0,2.0,
3979,149.0,2.0,
3980,52.0,1.0,
3981,165.0,4.0,
3982,176.0,2.0,
3983,138.0,4.0,
3984,210.0,2.0,
3985,154.0,3.0,
3986,160.0,1.0,
3987,157.0,2.0,
3988,126.0,3.0,
3989,145.0,3.0,
3990,125.0,1.0,
3991,160.0,1.0,
3992,155.0,2.0,
3993,164.0,3.0,
3994,180.0,2.0,
3995,197.0,3.0,
3996,160.0,,
3997,130.0,3.0,
3998,130.0,3.0,
3999,,3.0,
4000,150.0,5.0,
4001,130.0,3.0,
4002,115.0,2.0,
4003,110.0,1.0,
4004,185.0,4.0,
4005,160.0,3.0,
4006,165.0,1.0,
4007,120.0,3.0,
4008,200.0,4.0,
4009,190.0,4.0,
4010,122.0,1.0,
4011,140.0,2.0,
4012,142.0,2.0,
4013,130.0,1.0,
4014,123.0,2.0,
4015,170.0,2.0,
4016,165.0,,
4017,205.0,4.0,
4018,170.0,3.0,
4019,225.0,5.0,
4020,190.0,2.0,
4021,113.0,3.0,
4022,235.0,2.0,
4023,145.0,1.0,
4024,170.0,1.0,
4025,185.0,3.0,
4026,100.0,3.0,
4027,204.0,2.0,
4028,165.0,,
4029,,2.0,
4030,95.0,3.0,
4031,132.0,3.0,
4032,,,
4033,,1.0,
4034,125.0,,
4035,125.0,3.0,
4036,,1.0,
4037,195.0,2.0,
4038,215.0,2.0,
4039,190.0,2.0,
4040,135.0,3.0,
4041,148.0,3.0,
4042,155.0,3.0,
4043,145.0,3.0,
4044,125.0,,
4045,180.0,4.0,
4046,135.0,3.0,
4047,145.0,4.0,
4048,175.0,3.0,
4049,215.0,1.0,
4050,225.0,3.0,
4051,164.0,3.0,
4052,187.0,2.0,
4053,158.0,2.0,
4054,180.0,4.0,
4055,120.0,1.0,
4056,170.0,4.0,
4057,150.0,1.0,
4058,225.0,,
4059,145.0,3.0,
4060,190.0,1.0,
4061,151.0,2.0,
4062,195.0,4.0,
4063,140.0,2.0,
4064,145.0,2.0,
4065,145.0,3.0,
4066,220.0,2.0,
4067,110.0,1.0,
4068,130.0,2.0,
4069,158.0,1.0,
4070,170.0,2.0,
4071,120.0,4.0,
4072,180.0,2.0,
4073,195.0,1.0,
4074,220.0,2.0,
4075,167.0,1.0,
4076,195.0,2.0,
4077,,1.0,
4078,135.0,3.0,
4079,260.0,,
4080,178.0,1.0,
4081,225.0,5.0,
4082,150.0,2.0,
4083,160.0,3.0,
4084,183.0,3.0,
4085,186.0,3.0,
4086,213.0,3.0,
4087,135.0,1.0,
4088,145.0,1.0,
4089,130.0,1.0,
4090,160.0,2.0,
4091,130.0,3.0,
4092,175.0,1.0,
4093,145.0,4.0,
4094,161.0,1.0,
4095,177.0,2.0,
4096,155.0,1.0,
4097,140.0,1.0,
4098,167.0,3.0,
4099,132.0,1.0,
4100,130.0,1.0,
4101,135.0,1.0,
4102,170.0,2.0,
4103,185.0,1.0,
4104,125.0,1.0,
4105,160.0,2.0,
4106,163.0,4.0,
4107,133.0,3.0,
4108,172.0,3.0,
4109,192.0,2.0,
4110,140.0,3.0,
4111,208.0,3.0,
4112,248.0,3.0,
4113,120.0,1.0,
4114,180.0,2.0,
4115,144.0,3.0,
4116,135.0,1.0,
4117,170.0,3.0,
4118,195.0,3.0,
4119,175.0,1.0,
4120,160.0,4.0,
4121,160.0,,
4122,180.0,4.0,
4123,325.0,3.0,
4124,195.0,4.0,
4125,145.0,3.0,
4126,160.0,1.0,
4127,130.0,5.0,
4128,192.0,2.0,
4129,150.0,2.0,
4130,190.0,3.0,
4131,250.0,2.0,
4132,125.0,4.0,
4133,159.0,4.0,
4134,115.0,2.0,
4135,175.0,4.0,
4136,230.0,4.0,
4137,205.0,3.0,
4138,109.0,4.0,
4139,136.0,3.0,
4140,130.0,1.0,
4141,122.0,4.0,
4142,105.0,2.0,
4143,220.0,3.0,
4144,130.0,4.0,
4145,180.0,2.0,
4146,158.0,3.0,
4147,120.0,3.0,
4148,180.0,4.0,
4149,115.0,3.0,
4150,125.0,4.0,
4151,,1.0,
4152,115.0,4.0,
4153,190.0,2.0,
4154,165.0,1.0,
4155,130.0,5.0,
4156,214.0,2.0,
4157,119.0,3.0,
4158,135.0,3.0,
4159,119.0,3.0,
4160,165.0,4.0,
4161,140.0,2.0,
4162,210.0,3.0,
4163,130.0,1.0,
4164,96.0,3.0,
4165,155.0,2.0,
4166,133.0,3.0,
4167,97.0,4.0,
4168,115.0,4.0,
4169,150.0,1.0,
4170,185.0,4.0,
4171,200.0,1.0,
4172,152.0,2.0,
4173,162.0,3.0,
4174,128.0,1.0,
4175,210.0,3.0,
4176,260.0,2.0,
4177,153.0,4.0,
4178,170.0,2.0,
4179,90.0,,
4180,157.0,3.0,
4181,145.0,3.0,
4182,110.0,2.0,
4183,135.0,2.0,
4184,95.0,4.0,
4185,140.0,1.0,
4186,182.0,2.0,
4187,190.0,4.0,
4188,155.0,4.0,
4189,110.0,1.0,
4190,138.0,3.0,
4191,180.0,4.0,
4192,137.0,1.0,
4193,108.0,1.0,
4194,126.0,4.0,
4195,168.0,2.0,
4196,280.0,,
4197,140.0,2.0,
4198,135.0,2.0,
4199,230.0,2.0,
4200,104.0,5.0,
4201,325.0,3.0,
4202,98.0,3.0,
4203,92.0,5.0,
4204,140.0,2.0,
4205,,3.0,
4206,182.0,4.0,
4207,99.0,5.0,
4208,238.0,1.0,
4209,221.0,2.0,
4210,126.0,2.0,
4211,140.0,5.0,
4212,,,
4213,120.0,4.0,
4214,160.0,3.0,
4215,180.0,1.0,
4216,130.0,3.0,
4217,143.0,3.0,
4218,115.0,3.0,
4219,150.0,1.0,
4220,115.0,1.0,
4221,167.0,2.0,
4222,215.0,1.0,
4223,120.0,2.0,
4224,168.0,2.0,
4225,235.0,4.0,
4226,245.0,5.0,
4227,175.0,2.0,
4228,110.0,3.0,
4229,150.0,2.0,
4230,201.0,5.0,
4231,128.0,2.0,
4232,185.0,2.0,
4233,140.0,3.0,
4234,180.0,3.0,
4235,120.0,3.0,
4236,155.0,3.0,
4237,170.0,,
4238,175.0,2.0,
4239,145.0,3.0,
4240,155.0,1.0,
4241,135.0,2.0,
4242,130.0,3.0,
4243,110.0,3.0,
4244,125.0,4.0,
4245,150.0,2.0,
4246,135.0,5.0,
4247,112.0,2.0,
4248,145.0,3.0,
4249,145.0,1.0,
4250,160.0,3.0,
4251,167.0,4.0,
4252,240.0,4.0,
4253,170.0,3.0,
4254,,3.0,
4255,140.0,4.0,
4256,109.0,3.0,
4257,115.0,3.0,
4258,114.0,4.0,
4259,150.0,3.0,
4260,108.0,4.0,
4261,121.0,3.0,
4262,205.0,1.0,
4263,135.0,1.0,
4264,139.0,4.0,
4265,167.0,3.0,
4266,150.0,5.0,
4267,119.0,3.0,
4268,130.0,,
4269,101.0,3.0,
4270,156.0,3.0,
4271,109.0,4.0,
4272,175.0,1.0,
4273,130.0,2.0,
4274,121.0,2.0,
4275,165.0,1.0,
4276,145.0,3.0,
4277,110.0,3.0,
4278,185.0,4.0,
4279,130.0,1.0,
4280,175.0,4.0,
4281,180.0,3.0,
4282,130.0,2.0,
4283,135.0,2.0,
4284,120.0,3.0,
4285,250.0,1.0,
4286,110.0,2.0,
4287,155.0,4.0,
4288,140.0,2.0,
4289,185.0,3.0,
4290,115.0,4.0,
4291,140.0,2.0,
4292,130.0,2.0,
4293,125.0,2.0,
4294,153.0,1.0,
4295,180.0,4.0,
4296,185.0,2.0,
4297,135.0,1.0,
4298,135.0,1.0,
4299,130.0,4.0,
4300,,4.0,
4301,143.0,4.0,
4302,150.0,2.0,
4303,149.0,3.0,
4304,128.0,2.0,
4305,175.0,1.0,
4306,150.0,2.0,
4307,165.0,4.0,
4308,120.0,3.0,
4309,138.0,3.0,
4310,101.0,2.0,
4311,123.0,3.0,
4312,180.0,3.0,
4313,125.0,3.0,
4314,120.0,4.0,
4315,120.0,3.0,
4316,120.0,2.0,
4317,90.0,3.0,
4318,124.0,4.0,
4319,240.0,2.0,
4320,157.0,1.0,
4321,250.0,4.0,
4322,130.0,,
4323,150.0,5.0,
4324,126.0,4.0,
4325,143.0,1.0,
4326,,4.0,
4327,175.0,1.0,
4328,150.0,4.0,
4329,180.0,5.0,
4330,250.0,,
4331,185.0,4.0,
4332,205.0,3.0,
4333,160.0,3.0,
4334,165.0,2.0,
4335,120.0,3.0,
4336,145.0,4.0,
4337,183.0,2.0,
4338,175.0,1.0,
4339,210.0,4.0,
4340,210.0,4.0,
4341,135.0,5.0,
4342,135.0,3.0,
4343,290.0,4.0,
4344,99.0,5.0,
4345,102.0,,
4346,115.0,4.0,
4347,93.0,3.0,
4348,160.0,3.0,
4349,135.0,4.0,
4350,110.0,5.0,
4351,125.0,1.0,
4352,140.0,3.0,
4353,118.0,,
4354,145.0,3.0,
4355,127.0,1.0,
4356,228.0,,
4357,155.0,4.0,
4358,132.0,2.0,
4359,135.0,2.0,
4360,150.0,,
4361,170.0,2.0,
4362,155.0,2.0,
4363,,3.0,
4364,145.0,4.0,
4365,128.0,,
4366,130.0,3.0,
4367,122.0,3.0,
4368,125.0,4.0,
4369,250.0,2.0,
4370,170.0,5.0,
4371,100.0,3.0,
4372,119.0,3.0,
4373,240.0,3.0,
4374,110.0,4.0,
4375,120.0,,
4376,120.0,3.0,
4377,121.0,3.0,
4378,90.0,2.0,
4379,100.0,4.0,
4380,125.0,2.0,
4381,230.0,2.0,
4382,114.0,2.0,
4383,171.0,,
4384,,3.0,
4385,225.0,3.0,
4386,160.0,3.0,
4387,107.0,1.0,
4388,105.0,2.0,
4389,225.0,3.0,
4390,150.0,1.0,
4391,136.0,,
4392,152.0,1.0,
4393,173.0,4.0,
4394,130.0,4.0,
4395,125.0,1.0,
4396,,,
4397,109.0,5.0,
4398,152.0,2.0,
4399,,3.0,
4400,130.0,5.0,
4401,185.0,1.0,
4402,157.0,1.0,
4403,95.0,,
4404,245.0,3.0,
4405,118.0,4.0,
4406,119.0,,
4407,153.0,4.0,
4408,145.0,3.0,
4409,110.0,2.0,
4410,175.0,4.0,
4411,240.0,,
4412,148.0,4.0,
4413,157.0,3.0,
4414,198.0,4.0,
4415,200.0,3.0,
4416,120.0,5.0,
4417,155.0,3.0,
4418,140.0,4.0,
4419,169.0,,
4420,128.0,2.0,
4421,210.0,4.0,
4422,282.0,,
4423,135.0,1.0,
4424,275.0,3.0,
4425,180.0,,
4426,98.0,4.0,
4427,108.0,2.0,
4428,140.0,3.0,
4429,210.0,2.0,
4430,140.0,4.0,
4431,130.0,,
4432,230.0,4.0,
4433,120.0,3.0,
4434,185.0,1.0,
4435,190.0,4.0,
4436,165.0,5.0,
4437,155.0,,
4438,310.0,3.0,
4439,158.0,3.0,
4440,135.0,2.0,
4441,,5.0,
4442,135.0,,
4443,399.0,2.0,
4444,190.0,1.0,
4445,203.0,3.0,
4446,146.0,4.0,
4447,108.0,3.0,
4448,151.0,3.0,
4449,129.0,3.0,
4450,165.0,2.0,
4451,175.0,,
4452,165.0,2.0,
4453,128.0,1.0,
4454,,2.0,
4455,100.0,4.0,
4456,128.0,,
4457,157.0,1.0,
4458,163.0,2.0,
4459,103.0,1.0,
4460,108.0,4.0,
4461,130.0,3.0,
4462,91.0,4.0,
4463,123.0,,
4464,147.0,1.0,
4465,300.0,,
4466,135.0,4.0,
4467,132.0,1.0,
4468,112.0,4.0,
4469,208.0,2.0,
4470,135.0,,
4471,145.0,1.0,
4472,121.0,4.0,
4473,124.0,4.0,
4474,88.0,4.0,
4475,130.0,3.0,
4476,145.0,1.0,
4477,150.0,4.0,
4478,139.0,3.0,
4479,66.0,,
4480,118.0,1.0,
4481,150.0,4.0,
4482,123.0,1.0,
4483,151.0,3.0,
4484,160.0,2.0,
4485,,1.0,
4486,128.0,,
4487,125.0,4.0,
4488,190.0,,
4489,113.0,4.0,
4490,130.0,4.0,
4491,182.0,3.0,
4492,225.0,4.0,
4493,160.0,,
4494,200.0,3.0,
4495,95.0,3.0,
4496,235.0,1.0,
4497,399.0,,
4498,123.0,5.0,
4499,132.0,3.0,
4500,230.0,,
4501,120.0,5.0,
4502,125.0,2.0,
4503,160.0,2.0,
4504,190.0,3.0,
4505,170.0,2.0,
4506,135.0,3.0,
4507,136.0,1.0,
4508,148.0,5.0,
4509,140.0,4.0,
4510,125.0,3.0,
4511,135.0,3.0,
4512,198.0,4.0,
4513,160.0,1.0,
4514,150.0,,
4515,150.0,5.0,
4516,112.0,5.0,
4517,158.0,4.0,
4518,175.0,3.0,
4519,182.0,3.0,
4520,160.0,,
4521,243.0,1.0,
4522,140.0,2.0,
4523,148.0,1.0,
4524,95.0,4.0,
4525,,4.0,
4526,175.0,2.0,
4527,150.0,,
4528,125.0,1.0,
4529,100.0,3.0,
4530,150.0,4.0,
4531,140.0,3.0,
4532,120.0,3.0,
4533,135.0,3.0,
4534,120.0,1.0,
4535,190.0,3.0,
4536,120.0,4.0,
4537,,4.0,
4538,140.0,2.0,
4539,120.0,2.0,
4540,270.0,3.0,
4541,170.0,2.0,
4542,145.0,3.0,
4543,150.0,1.0,
4544,140.0,1.0,
4545,201.0,2.0,
4546,145.0,2.0,
4547,136.0,,
4548,190.0,3.0,
4549,,2.0,
4550,130.0,4.0,
4551,85.0,2.0,
4552,159.0,1.0,
4553,140.0,,
4554,,4.0,
4555,170.0,1.0,
4556,135.0,3.0,
4557,210.0,3.0,
4558,,5.0,
4559,140.0,2.0,
4560,110.0,4.0,
4561,220.0,2.0,
4562,125.0,2.0,
4563,145.0,5.0,
4564,210.0,3.0,
4565,210.0,5.0,
4566,,1.0,
4567,185.0,5.0,
4568,100.0,1.0,
4569,115.0,3.0,
4570,140.0,3.0,
4571,106.0,2.0,
4572,135.0,4.0,
4573,215.0,4.0,
4574,126.0,4.0,
4575,150.0,1.0,
4576,,4.0,
4577,110.0,3.0,
4578,180.0,3.0,
4579,126.0,2.0,
4580,140.0,1.0,
4581,105.0,4.0,
4582,120.0,4.0,
4583,150.0,1.0,
4584,113.0,3.0,
4585,165.0,1.0,
4586,109.0,4.0,
4587,120.0,3.0,
4588,164.0,3.0,
4589,130.0,1.0,
4590,,4.0,
4591,160.0,,
4592,200.0,2.0,
4593,90.0,,
4594,,2.0,
4595,130.0,2.0,
4596,127.0,4.0,
4597,180.0,1.0,
4598,130.0,2.0,
4599,160.0,4.0,
4600,175.0,5.0,
4601,120.0,1.0,
4602,170.0,,
4603,177.0,3.0,
4604,140.0,,
4605,217.0,5.0,
4606,115.0,2.0,
4607,120.0,1.0,
4608,135.0,,
4609,155.0,1.0,
4610,160.0,1.0,
4611,200.0,4.0,
4612,120.0,,
4613,130.0,,
4614,93.0,4.0,
4615,116.0,5.0,
4616,136.0,1.0,
4617,130.0,4.0,
4618,138.0,,
4619,143.0,1.0,
4620,103.0,1.0,
4621,129.0,3.0,
4622,128.0,3.0,
4623,,3.0,
4624,160.0,2.0,
4625,120.0,3.0,
4626,140.0,1.0,
4627,100.0,3.0,
4628,145.0,3.0,
4629,103.0,5.0,
4630,190.0,3.0,
4631,155.0,3.0,
4632,155.0,3.0,
4633,170.0,5.0,
4634,155.0,2.0,
4635,97.0,1.0,
4636,125.0,1.0,
4637,120.0,3.0,
4638,145.0,1.0,
4639,185.0,4.0,
4640,132.0,3.0,
4641,,3.0,
4642,100.0,1.0,
4643,105.0,1.0,
4644,135.0,4.0,
4645,135.0,4.0,
4646,170.0,1.0,
4647,130.0,1.0,
4648,115.0,5.0,
4649,140.0,3.0,
4650,130.0,3.0,
4651,145.0,4.0,
4652,125.0,3.0,
4653,161.0,2.0,
4654,112.0,1.0,
4655,132.0,4.0,
4656,110.0,3.0,
4657,178.0,4.0,
