row_id,age,sex,grade,social_media_use,mental_health_not_good,sleep_hours,bmipct,height_orig,weight_orig
4190,,,,6.0,3.0,2.0,23.85,510,138
4191,,,,8.0,4.0,1.0,96.36,504,180
4192,,,,8.0,1.0,4.0,31.56,509,137
4193,,,,8.0,1.0,5.0,16.64,506,108
4194,,,,6.0,4.0,5.0,16.98,509,126
4195,,,,6.0,2.0,5.0,67.67,602,168
4196,,,,,A,,,711,280
4197,,,,6.0,2.0,2.0,93.9,502,140
4198,,,,3.0,2.0,3.0,26.69,510,135
4199,,,,8.0,2.0,2.0,97.91,511,230
4200,,,,6.0,5.0,3.0,6.21,506,104
4201,,,,7.0,3.0,3.0,99.79,601,325
4202,,,,1.0,3.0,2.0,27.11,502,98
4203,,,,7.0,5.0,2.0,0.0,507,92
4204,,,,7.0,2.0,3.0,57.01,509,140
4205,,,,4.0,3.0,4.0,,402,N
4206,,,,6.0,4.0,3.0,95.94,507,182
4207,,,,1.0,5.0,7.0,1.04,507,99
4208,,,,4.0,1.0,3.0,98.93,510,238
4209,,,,1.0,2.0,4.0,98.69,506,221
4210,,,,3.0,2.0,3.0,43.9,507,126
4211,,,,6.0,5.0,2.0,9.59,601,140
4212,,,,,,,,502,N
4213,,,,7.0,4.0,1.0,3.96,509,120
4214,,,,6.0,3.0,3.0,75.93,600,160
4215,,,,8.0,1.0,4.0,,510,180
4216,,,,8.0,3.0,2.0,67.0,505,130
4217,,,,8.0,3.0,1.0,77.78,504,143
4218,,,,6.0,3.0,3.0,27.33,507,115
4219,,,,6.0,1.0,3.0,51.78,511,150
4220,,,,6.0,1.0,1.0,17.55,507,115
4221,,,,4.0,2.0,3.0,57.82,601,167
4222,,,,7.0,1.0,3.0,98.36,509,215
4223,,,,6.0,2.0,4.0,2.12,600,120
4224,,,,5.0,2.0,5.0,82.19,510,168
4225,,,,8.0,4.0,4.0,99.66,504,235
4226,,,,6.0,5.0,3.0,98.91,600,245
4227,,,,8.0,2.0,4.0,69.78,601,175
4228,,,,6.0,3.0,3.0,40.55,503,110
4229,,,,6.0,2.0,2.0,69.6,511,150
4230,,,,6.0,5.0,4.0,95.31,510,201
4231,,,,6.0,2.0,,21.36,509,128
4232,,,,6.0,2.0,3.0,90.71,509,185
4233,,,,6.0,3.0,4.0,47.96,510,140
4234,,,,8.0,3.0,4.0,79.67,600,180
4235,,,,6.0,3.0,,47.58,504,120
4236,,,,8.0,3.0,4.0,62.83,510,155
4237,,,,8.0,,4.0,96.38,504,170
4238,,,,6.0,2.0,4.0,69.78,601,175
4239,,,,8.0,3.0,3.0,69.91,508,145
4240,,,,5.0,1.0,4.0,,601,155
4241,,,,8.0,2.0,4.0,47.28,509,135
4242,,,,6.0,3.0,,36.69,508,130
4243,,,,6.0,3.0,5.0,10.52,506,110
4244,,,,6.0,4.0,4.0,53.2,504,125
4245,,,,8.0,2.0,4.0,83.96,506,150
4246,,,,8.0,5.0,2.0,44.91,507,135
4247,,,,6.0,2.0,4.0,35.2,504,112
4248,,,,6.0,3.0,4.0,55.79,508,145
4249,,,,6.0,1.0,5.0,66.76,509,145
4250,,,,6.0,3.0,4.0,95.22,502,160
4251,,,,7.0,4.0,4.0,93.12,504,167
4252,,,,1.0,4.0,5.0,99.0,511,240
4253,,,,8.0,3.0,3.0,,511,170
4254,,,,6.0,3.0,4.0,,507,N
4255,,,,6.0,4.0,1.0,71.86,507,140
4256,,,,6.0,3.0,1.0,,503,109
4257,,,,6.0,3.0,4.0,10.15,508,115
4258,,,,6.0,4.0,2.0,27.56,504,114
4259,,,,6.0,3.0,4.0,64.96,508,150
4260,,,,7.0,4.0,2.0,28.6,503,108
4261,,,,6.0,3.0,4.0,17.42,507,121
4262,,,,6.0,1.0,4.0,89.88,604,205
4263,,,,6.0,1.0,,26.69,510,135
4264,,,,7.0,4.0,5.0,78.81,505,139
4265,,,,7.0,3.0,,93.12,504,167
4266,,,,8.0,5.0,2.0,,N N,150
4267,,,,1.0,3.0,5.0,61.92,501,119
4268,,,,8.0,,,6.48,600,130
4269,,,,6.0,3.0,5.0,52.71,500,101
4270,,,,6.0,3.0,2.0,74.76,509,156
4271,,,,1.0,4.0,,,502,109
4272,,,,6.0,1.0,5.0,79.52,510,175
4273,,,,6.0,2.0,4.0,51.07,508,130
4274,,,,6.0,2.0,3.0,2.06,510,121
4275,,,,7.0,1.0,4.0,68.33,600,165
4276,,,,6.0,3.0,5.0,55.79,508,145
4277,,,,8.0,3.0,3.0,50.87,502,110
4278,,,,6.0,4.0,2.0,92.69,509,185
4279,,,,6.0,1.0,4.0,43.09,507,130
4280,,,,7.0,4.0,2.0,89.95,507,175
4281,,,,1.0,3.0,5.0,95.35,509,180
4282,,,,1.0,2.0,3.0,76.51,504,130
4283,,,,6.0,2.0,3.0,27.25,509,135
4284,,,,1.0,3.0,,29.23,508,120
4285,,,,6.0,1.0,3.0,97.18,604,250
4286,,,,6.0,2.0,5.0,21.46,505,110
4287,,,,6.0,4.0,4.0,87.27,506,155
4288,,,,6.0,2.0,4.0,5.07,602,140
4289,,,,8.0,3.0,2.0,92.19,510,185
4290,,,,8.0,4.0,,29.93,504,115
4291,,,,6.0,2.0,2.0,66.72,509,140
4292,,,,6.0,2.0,4.0,83.32,501,130
4293,,,,8.0,2.0,4.0,48.82,506,125
4294,,,,8.0,1.0,5.0,39.26,511,153
4295,,,,6.0,4.0,3.0,92.73,511,180
4296,,,,1.0,2.0,5.0,87.4,600,185
4297,,,,6.0,1.0,4.0,26.69,510,135
4298,,,,6.0,1.0,5.0,63.49,507,135
4299,,,,8.0,4.0,3.0,87.82,411,130
4300,,,,8.0,4.0,3.0,,505,N
4301,,,,4.0,4.0,5.0,41.77,510,143
4302,,,,6.0,2.0,4.0,61.17,511,150
4303,,,,8.0,3.0,4.0,65.97,509,149
4304,,,,8.0,2.0,5.0,31.04,509,128
4305,,,,6.0,1.0,6.0,83.84,510,175
4306,,,,6.0,2.0,,74.11,509,150
4307,,,,3.0,4.0,2.0,,508,165
4308,,,,8.0,3.0,4.0,36.8,505,120
4309,,,,1.0,3.0,3.0,3.99,601,138
4310,,,,6.0,2.0,5.0,3.65,508,101
4311,,,,6.0,3.0,3.0,68.25,503,123
4312,,,,5.0,3.0,5.0,91.66,507,180
4313,,,,6.0,3.0,4.0,34.59,509,125
4314,,,,8.0,4.0,4.0,31.06,507,120
4315,,,,6.0,3.0,2.0,,506,120
4316,,,,4.0,2.0,3.0,62.96,503,120
4317,,,,8.0,3.0,3.0,21.97,500,90
4318,,,,7.0,4.0,5.0,61.99,504,124
4319,,,,6.0,2.0,5.0,99.0,510,240
4320,,,,6.0,1.0,4.0,65.69,510,157
4321,,,,6.0,4.0,1.0,99.28,510,250
4322,,,,,,,,510,130
4323,,,,6.0,5.0,3.0,57.23,508,150
4324,,,,8.0,4.0,2.0,77.42,503,126
4325,,,,1.0,1.0,2.0,63.35,509,143
4326,,,,8.0,4.0,5.0,,502,N
4327,,,,8.0,1.0,4.0,76.17,602,175
4328,,,,7.0,4.0,2.0,74.61,507,150
4329,,,,8.0,5.0,4.0,95.16,508,180
4330,,,,1.0,,5.0,,610,250
4331,,,,8.0,4.0,2.0,90.51,511,185
4332,,,,7.0,3.0,2.0,98.0,506,205
4333,,,,6.0,3.0,2.0,68.89,511,160
4334,,,,8.0,2.0,2.0,63.0,601,165
4335,,,,8.0,3.0,5.0,82.0,410,120
4336,,,,8.0,4.0,3.0,68.28,507,145
4337,,,,5.0,2.0,3.0,97.99,505,183
4338,,,,6.0,1.0,5.0,64.9,604,175
4339,,,,4.0,4.0,4.0,97.37,510,210
4340,,,,6.0,4.0,2.0,96.84,510,210
4341,,,,6.0,5.0,6.0,57.45,506,135
4342,,,,6.0,3.0,4.0,57.45,506,135
4343,,,,8.0,4.0,,99.01,509,290
4344,,,,2.0,5.0,1.0,7.68,504,99
4345,,,,,,,12.54,504,102
4346,,,,8.0,4.0,5.0,62.32,501,115
4347,,,,1.0,3.0,4.0,0.95,505,93
4348,,,,8.0,3.0,1.0,89.17,505,160
4349,,,,6.0,4.0,4.0,77.19,503,135
4350,,,,7.0,5.0,2.0,27.97,503,110
4351,,,,8.0,1.0,3.0,15.24,509,125
4352,,,,6.0,3.0,2.0,74.22,506,140
4353,,,,,,,65.32,503,118
4354,,,,8.0,3.0,4.0,71.89,508,145
4355,,,,8.0,1.0,3.0,19.38,510,127
4356,,,,8.0,,,98.14,511,228
4357,,,,8.0,4.0,1.0,79.66,507,155
4358,,,,3.0,2.0,2.0,77.04,502,132
4359,,,,6.0,2.0,5.0,57.49,509,135
4360,,,,,,,78.32,508,150
4361,,,,1.0,2.0,6.0,87.5,510,170
4362,,,,6.0,2.0,4.0,,604,155
4363,,,,6.0,3.0,2.0,,510,N
4364,,,,6.0,4.0,3.0,78.66,505,145
4365,,,,,,,36.43,507,128
4366,,,,6.0,3.0,4.0,74.59,502,130
4367,,,,6.0,3.0,3.0,34.05,507,122
4368,,,,6.0,4.0,3.0,42.15,506,125
4369,,,,8.0,2.0,1.0,99.05,600,250
4370,,,,6.0,5.0,5.0,84.51,509,170
4371,,,,8.0,3.0,2.0,,710,100
4372,,,,7.0,3.0,3.0,59.72,502,119
4373,,,,6.0,3.0,3.0,97.47,511,240
4374,,,,8.0,4.0,1.0,23.9,505,110
4375,,,,,,,75.68,502,120
4376,,,,6.0,3.0,4.0,30.7,506,120
4377,,,,6.0,3.0,4.0,33.36,507,121
4378,,,,1.0,2.0,4.0,0.0,506,90
4379,,,,8.0,4.0,5.0,19.72,501,100
4380,,,,8.0,2.0,,4.64,510,125
4381,,,,6.0,2.0,4.0,98.3,510,230
4382,,,,6.0,2.0,4.0,15.51,507,114
4383,,,,,,,96.52,504,171
4384,,,,6.0,3.0,2.0,,503,N
4385,,,,8.0,3.0,4.0,99.04,508,225
4386,,,,6.0,3.0,1.0,,510,160
4387,,,,8.0,1.0,3.0,36.53,502,107
4388,,,,6.0,2.0,2.0,32.67,501,105
4389,,,,8.0,3.0,2.0,95.76,601,225
4390,,,,6.0,1.0,5.0,69.6,511,150
4391,,,,,,,81.66,504,136
4392,,,,6.0,1.0,6.0,80.98,507,152
4393,,,,6.0,4.0,,93.05,507,173
4394,,,,8.0,4.0,2.0,6.48,600,130
4395,,,,7.0,1.0,4.0,69.55,504,125
4396,,,,,,,,510,N
4397,,,,8.0,5.0,3.0,27.82,504,109
4398,,,,7.0,2.0,4.0,,507,152
4399,,,,4.0,3.0,5.0,,N N,N
4400,,,,1.0,5.0,4.0,,506,130
4401,,,,6.0,1.0,4.0,90.08,510,185
4402,,,,3.0,1.0,1.0,63.41,509,157
4403,,,,,,,25.71,501,95
4404,,,,8.0,3.0,2.0,98.96,508,245
4405,,,,7.0,4.0,5.0,12.58,508,118
4406,,,,1.0,,,,610,119
4407,,,,8.0,4.0,3.0,,507,153
4408,,,,6.0,3.0,5.0,15.11,600,145
4409,,,,6.0,2.0,4.0,23.82,503,110
4410,,,,7.0,4.0,2.0,96.35,504,175
4411,,,,,,,99.33,509,240
4412,,,,6.0,4.0,7.0,83.84,505,148
4413,,,,8.0,3.0,6.0,71.95,511,157
4414,,,,8.0,4.0,7.0,91.69,511,198
4415,,,,5.0,3.0,3.0,95.18,511,200
4416,,,,3.0,5.0,4.0,78.86,411,120
4417,,,,6.0,3.0,4.0,79.66,507,155
4418,,,,8.0,4.0,4.0,76.49,506,140
4419,,,,,,,90.1,509,169
4420,,,,8.0,2.0,1.0,38.29,507,128
4421,,,,8.0,4.0,1.0,98.75,507,210
4422,,,,4.0,,4.0,99.09,509,282
4423,,,,8.0,1.0,3.0,11.8,510,135
4424,,,,8.0,3.0,3.0,99.08,602,275
4425,,,,,,,97.58,503,180
4426,,,,8.0,4.0,5.0,19.94,501,98
4427,,,,8.0,2.0,4.0,43.23,503,108
4428,,,,6.0,3.0,6.0,82.96,504,140
4429,,,,5.0,2.0,2.0,95.79,600,210
4430,,,,4.0,4.0,1.0,80.03,503,140
4431,,,,,,,53.25,507,130
4432,,,,6.0,4.0,1.0,98.29,600,230
4433,,,,6.0,3.0,4.0,7.84,509,120
4434,,,,5.0,1.0,2.0,96.4,504,185
4435,,,,6.0,4.0,1.0,95.57,506,190
4436,,,,1.0,5.0,,75.24,600,165
4437,,,,,,,56.06,602,155
4438,,,,6.0,3.0,2.0,99.82,511,310
4439,,,,6.0,3.0,5.0,88.67,504,158
4440,,,,8.0,2.0,4.0,70.79,504,135
4441,,,,8.0,5.0,,,508,N
4442,,,,,,,68.14,507,135
4443,,,,8.0,2.0,4.0,,711,399
4444,,,,6.0,1.0,3.0,83.71,600,190
4445,,,,2.0,3.0,1.0,,N N,203
4446,,,,1.0,4.0,3.0,79.48,508,146
4447,,,,8.0,3.0,4.0,13.01,507,108
4448,,,,6.0,3.0,3.0,,600,151
4449,,,,7.0,3.0,2.0,69.15,503,129
4450,,,,1.0,2.0,2.0,54.37,601,165
4451,,,,,,,94.54,506,175
4452,,,,8.0,2.0,6.0,88.53,507,165
4453,,,,5.0,1.0,1.0,36.43,507,128
4454,,,,8.0,2.0,1.0,,506,N
4455,,,,6.0,4.0,4.0,32.5,502,100
4456,,,,,,,,505,128
4457,,,,6.0,1.0,5.0,37.04,600,157
4458,,,,6.0,2.0,3.0,81.79,508,163
4459,,,,6.0,1.0,3.0,3.43,506,103
4460,,,,8.0,4.0,4.0,53.32,502,108
4461,,,,6.0,3.0,4.0,30.28,509,130
4462,,,,8.0,4.0,,17.81,500,91
4463,,,,,,,60.07,504,123
4464,,,,8.0,1.0,4.0,61.88,509,147
4465,,,,1.0,,7.0,99.96,501,300
4466,,,,8.0,4.0,,74.35,504,135
4467,,,,8.0,1.0,4.0,28.82,509,132
4468,,,,6.0,4.0,2.0,39.31,502,112
4469,,,,5.0,2.0,4.0,98.65,507,208
4470,,,,,,,54.05,508,135
4471,,,,7.0,1.0,5.0,58.07,510,145
4472,,,,6.0,4.0,4.0,56.76,504,121
4473,,,,6.0,4.0,4.0,56.12,505,124
4474,,,,6.0,4.0,5.0,3.0,501,88
4475,,,,7.0,3.0,6.0,60.51,505,130
4476,,,,8.0,1.0,2.0,15.11,600,145
4477,,,,5.0,4.0,3.0,42.13,511,150
4478,,,,6.0,3.0,5.0,45.81,510,139
4479,,,,,,,,306,66
4480,,,,6.0,1.0,2.0,26.15,506,118
4481,,,,6.0,4.0,1.0,83.96,506,150
4482,,,,6.0,1.0,5.0,12.09,509,123
4483,,,,1.0,3.0,2.0,8.54,603,151
4484,,,,4.0,2.0,3.0,96.28,500,160
4485,,,,3.0,1.0,,,510,N
4486,,,,,,,,509,128
4487,,,,6.0,4.0,3.0,71.41,503,125
4488,,,,,,7.0,98.28,502,190
4489,,,,8.0,4.0,3.0,11.5,506,113
4490,,,,8.0,4.0,3.0,40.85,507,130
4491,,,,8.0,3.0,5.0,82.26,511,182
4492,,,,7.0,4.0,1.0,96.37,603,225
4493,,,,,,,93.82,506,160
4494,,,,7.0,3.0,5.0,89.74,602,200
4495,,,,6.0,3.0,2.0,6.85,501,95
4496,,,,5.0,1.0,5.0,98.92,507,235
4497,,,,,A,,,507,399
4498,,,,8.0,5.0,,68.25,503,123
4499,,,,8.0,3.0,3.0,35.26,508,132
4500,,,,1.0,,3.0,,600,230
4501,,,,8.0,5.0,4.0,6.55,508,120
4502,,,,8.0,2.0,3.0,38.28,506,125
4503,,,,6.0,2.0,4.0,60.66,600,160
4504,,,,6.0,3.0,4.0,98.24,503,190
4505,,,,4.0,2.0,3.0,60.77,600,170
4506,,,,6.0,3.0,2.0,9.15,602,135
4507,,,,1.0,1.0,3.0,36.35,508,136
4508,,,,1.0,5.0,4.0,93.28,503,148
4509,,,,6.0,4.0,1.0,60.52,507,140
4510,,,,8.0,3.0,3.0,48.82,506,125
4511,,,,6.0,3.0,4.0,52.09,506,135
4512,,,,6.0,4.0,2.0,98.31,503,198
4513,,,,5.0,1.0,4.0,60.66,600,160
4514,,,,,,,87.44,507,150
4515,,,,5.0,5.0,6.0,74.61,507,150
4516,,,,6.0,5.0,5.0,38.69,503,112
4517,,,,,4.0,3.0,70.55,508,158
4518,,,,7.0,3.0,3.0,89.97,510,175
4519,,,,6.0,3.0,2.0,92.24,507,182
4520,,,,,,,,N N,160
4521,,,,6.0,1.0,4.0,99.17,510,243
4522,,,,6.0,2.0,3.0,63.8,508,140
4523,,,,1.0,1.0,4.0,27.96,600,148
4524,,,,6.0,4.0,2.0,3.27,504,95
4525,,,,6.0,4.0,2.0,,506,N
4526,,,,1.0,2.0,3.0,90.38,509,175
4527,,,,,,,94.79,501,150
4528,,,,6.0,1.0,4.0,2.31,510,125
4529,,,,6.0,3.0,3.0,,506,100
4530,,,,8.0,4.0,3.0,68.07,508,150
4531,,,,6.0,3.0,5.0,21.4,600,140
4532,,,,6.0,3.0,1.0,74.72,500,120
4533,,,,1.0,3.0,4.0,30.14,511,135
4534,,,,1.0,1.0,1.0,4.87,511,120
4535,,,,5.0,3.0,5.0,94.89,506,190
4536,,,,6.0,4.0,4.0,47.58,504,120
4537,,,,8.0,4.0,1.0,,503,N
4538,,,,6.0,2.0,3.0,71.04,505,140
4539,,,,1.0,2.0,1.0,3.74,510,120
4540,,,,8.0,3.0,3.0,,609,270
4541,,,,5.0,2.0,,84.55,508,170
4542,,,,6.0,3.0,4.0,,511,145
4543,,,,8.0,1.0,3.0,78.82,507,150
4544,,,,3.0,1.0,3.0,,508,140
4545,,,,6.0,2.0,2.0,95.79,507,201
4546,,,,8.0,2.0,,78.5,507,145
4547,,,,,,,28.81,510,136
4548,,,,6.0,3.0,4.0,95.38,509,190
4549,,,,8.0,2.0,4.0,,506,N
4550,,,,8.0,4.0,4.0,77.2,502,130
4551,,,,4.0,2.0,5.0,1.27,502,85
4552,,,,6.0,1.0,1.0,49.82,601,159
4553,,,,7.0,,3.0,,505,140
4554,,,,8.0,4.0,5.0,,507,N
4555,,,,3.0,1.0,4.0,96.43,505,170
4556,,,,6.0,3.0,4.0,88.73,500,135
4557,,,,7.0,3.0,2.0,97.37,510,210
4558,,,,1.0,5.0,5.0,,504,N
4559,,,,6.0,2.0,4.0,74.42,504,140
4560,,,,8.0,4.0,3.0,0.35,511,110
4561,,,,8.0,2.0,2.0,99.45,504,220
4562,,,,6.0,2.0,3.0,41.48,507,125
4563,,,,5.0,5.0,1.0,25.05,601,145
4564,,,,1.0,3.0,5.0,98.98,504,210
4565,,,,6.0,5.0,2.0,98.66,501,210
4566,,,,8.0,1.0,,,501,N
4567,,,,6.0,5.0,3.0,90.51,511,185
4568,,,,8.0,1.0,5.0,14.39,504,100
4569,,,,7.0,3.0,2.0,50.96,502,115
4570,,,,8.0,3.0,4.0,86.88,503,140
4571,,,,6.0,2.0,4.0,28.16,502,106
4572,,,,7.0,4.0,3.0,83.07,503,135
4573,,,,8.0,4.0,3.0,91.69,603,215
4574,,,,6.0,4.0,5.0,65.52,504,126
4575,,,,6.0,1.0,6.0,87.6,504,150
4576,,,,8.0,4.0,3.0,,504,N
4577,,,,6.0,3.0,4.0,13.16,505,110
4578,,,,8.0,3.0,2.0,,502,180
4579,,,,8.0,2.0,3.0,64.18,503,126
4580,,,,1.0,1.0,6.0,41.9,600,140
4581,,,,8.0,4.0,3.0,21.58,502,105
4582,,,,6.0,4.0,4.0,70.84,502,120
4583,,,,6.0,1.0,5.0,95.22,500,150
4584,,,,2.0,3.0,4.0,26.17,504,113
4585,,,,7.0,1.0,3.0,79.19,508,165
4586,,,,8.0,4.0,4.0,4.91,508,109
4587,,,,6.0,3.0,4.0,35.05,505,120
4588,,,,6.0,3.0,2.0,79.94,511,164
4589,,,,6.0,1.0,4.0,10.13,510,130
4590,,,,6.0,4.0,3.0,,602,N
4591,,,,5.0,,,78.75,508,160
4592,,,,4.0,2.0,4.0,94.66,508,200
4593,,,,,,,,710,90
4594,,,,6.0,2.0,1.0,,606,N
4595,,,,8.0,2.0,2.0,51.57,505,130
4596,,,,6.0,4.0,1.0,19.38,510,127
4597,,,,,1.0,1.0,84.11,600,180
4598,,,,7.0,2.0,ten,89.46,411,130
4599,,,,6.0,4.0,5.0,,501,160
4600,,,,8.0,5.0,5.0,97.27,502,175
4601,,,,8.0,1.0,1.0,11.76,508,120
4602,,,,,,,96.72,501,170
4603,,,,5.0,3.0,4.0,93.27,509,177
4604,,,,,,,74.22,506,140
4605,,,,8.0,5.0,5.0,,504,217
4606,,,,2.0,2.0,3.0,3.02,509,115
4607,,,,5.0,1.0,4.0,36.8,505,120
4608,,,,,,,26.69,510,135
4609,,,,6.0,1.0,4.0,45.17,601,155
4610,,,,6.0,1.0,1.0,92.62,505,160
4611,,,,4.0,4.0,,98.1,503,200
4612,,,,7.0,,,71.25,501,120
4613,,,,,,,70.67,503,130
4614,,,,6.0,4.0,3.0,6.18,501,93
4615,,,,8.0,5.0,4.0,64.31,501,116
4616,,,,8.0,1.0,3.0,85.97,501,136
4617,,,,6.0,4.0,1.0,35.74,509,130
4618,,,,,,,82.88,503,138
4619,,,,4.0,1.0,5.0,71.42,509,143
4620,,,,6.0,1.0,4.0,,403,103
4621,,,,8.0,3.0,4.0,73.25,503,129
4622,,,,8.0,3.0,3.0,55.34,504,128
4623,,,,5.0,3.0,6.0,,506,N
4624,,,,6.0,2.0,4.0,84.46,509,160
4625,,,,7.0,3.0,3.0,25.1,506,120
4626,,,,6.0,1.0,4.0,51.66,508,140
4627,,,,1.0,3.0,4.0,85.59,407,100
4628,,,,6.0,3.0,4.0,41.49,511,145
4629,,,,8.0,5.0,3.0,6.38,504,103
4630,,,,5.0,3.0,4.0,84.52,601,190
4631,,,,8.0,3.0,4.0,84.64,509,155
4632,,,,1.0,3.0,4.0,73.88,510,155
4633,,,,8.0,5.0,3.0,95.87,503,170
4634,,,,6.0,2.0,4.0,42.05,600,155
4635,,,,6.0,1.0,4.0,34.1,500,97
4636,,,,6.0,1.0,5.0,38.28,506,125
4637,,,,6.0,3.0,3.0,66.09,502,120
4638,,,,6.0,1.0,4.0,65.23,507,145
4639,,,,8.0,4.0,2.0,96.84,508,185
4640,,,,5.0,3.0,3.0,82.08,502,132
4641,,,,6.0,3.0,4.0,,N N,N
4642,,,,1.0,1.0,1.0,,500,100
4643,,,,7.0,1.0,4.0,5.39,506,105
4644,,,,6.0,4.0,3.0,51.33,507,135
4645,,,,6.0,4.0,3.0,51.33,507,135
4646,,,,6.0,1.0,5.0,60.77,600,170
4647,,,,5.0,1.0,4.0,53.25,507,130
4648,,,,8.0,5.0,3.0,35.67,504,115
4649,,,,6.0,3.0,2.0,54.77,508,140
4650,,,,8.0,3.0,2.0,62.81,507,130
4651,,,,6.0,4.0,5.0,84.19,505,145
4652,,,,8.0,3.0,2.0,52.01,505,125
4653,,,,6.0,2.0,3.0,61.05,510,161
4654,,,,8.0,1.0,5.0,,505,112
4655,,,,8.0,4.0,4.0,56.78,506,132
4656,,,,4.0,3.0,3.0,17.75,505,110
4657,,,,8.0,4.0,4.0,89.66,509,178
4658,,,,6.0,2.0,5.0,97.05,600,209
4659,,,,8.0,3.0,4.0,61.11,600,155
4660,,,,6.0,1.0,4.0,60.66,600,160
4661,,,,6.0,3.0,3.0,53.2,504,125
4662,,,,8.0,3.0,6.0,80.91,504,134
4663,,,,6.0,1.0,5.0,41.49,511,145
4664,,,,6.0,1.0,4.0,39.55,505,125
4665,,,,6.0,2.0,4.0,67.66,504,135
4666,,,,6.0,2.0,4.0,81.08,507,150
4667,,,,6.0,2.0,4.0,43.09,507,130
4668,,,,6.0,1.0,5.0,,509,N
4669,,,,8.0,4.0,3.0,65.94,503,127
4670,,,,6.0,1.0,5.0,86.48,506,150
4671,,,,8.0,3.0,3.0,47.52,505,120
4672,,,,8.0,3.0,,42.05,600,155
4673,,,,8.0,4.0,3.0,67.24,502,125
4674,,,,1.0,2.0,6.0,2.57,508,108
4675,,,,6.0,1.0,3.0,72.59,506,142
4676,,,,8.0,3.0,3.0,55.8,510,158
4677,,,,8.0,3.0,4.0,42.36,507,125
4678,,,,6.0,4.0,3.0,27.25,509,135
4679,,,,8.0,3.0,5.0,74.74,504,138
4680,,,,8.0,3.0,4.0,39.12,509,136
4681,,,,8.0,4.0,ten,62.36,505,135
4682,,,,6.0,3.0,4.0,31.25,502,105
4683,,,,7.0,3.0,,,601,142
4684,,,,2.0,3.0,4.0,73.92,504,128
4685,,,,6.0,3.0,5.0,71.41,503,125
4686,,,,5.0,2.0,4.0,90.07,508,170
4687,,,,6.0,2.0,7.0,23.82,503,110
4688,,,,8.0,1.0,,78.57,501,130
4689,,,,6.0,2.0,4.0,53.34,506,127
4690,,,,8.0,4.0,3.0,3.63,603,145
4691,,,,6.0,3.0,5.0,70.84,502,120
4692,,,,8.0,2.0,1.0,11.08,509,130
4693,,,,8.0,4.0,5.0,57.28,504,129
4694,,,,6.0,4.0,6.0,89.96,502,140
4695,,,,6.0,3.0,3.0,66.54,506,138
4696,,,,7.0,2.0,3.0,21.95,507,125
4697,,,,7.0,2.0,4.0,85.69,501,138
4698,,,,6.0,3.0,3.0,80.86,501,130
4699,,,,8.0,3.0,1.0,64.7,507,131
4700,,,,4.0,5.0,5.0,94.03,511,190
4701,,,,6.0,3.0,4.0,36.2,510,130
4702,,,,8.0,3.0,4.0,97.69,506,200
4703,,,,6.0,3.0,4.0,38.13,502,105
4704,,,,8.0,5.0,4.0,37.26,508,135
4705,,,,6.0,3.0,2.0,36.17,601,160
4706,,,,5.0,3.0,6.0,85.47,507,157
4707,,,,6.0,5.0,4.0,96.74,508,189
4708,,,,8.0,1.0,5.0,95.81,600,205
4709,,,,6.0,3.0,5.0,96.05,503,180
4710,,,,8.0,4.0,3.0,68.28,507,145
4711,,,,1.0,1.0,2.0,39.34,601,147
4712,,,,8.0,4.0,,87.56,505,150
4713,,,,6.0,3.0,5.0,33.65,501,107
4714,,,,7.0,5.0,1.0,46.75,502,115
4715,,,,8.0,3.0,5.0,99.21,507,240
4716,,,,8.0,3.0,3.0,,506,170
4717,,,,6.0,1.0,5.0,61.63,511,165
4718,,,,6.0,5.0,1.0,89.46,507,163
4719,,,,6.0,4.0,4.0,39.92,506,121
4720,,,,8.0,2.0,5.0,51.33,507,135
4721,,,,8.0,1.0,3.0,98.92,602,270
4722,,,,6.0,2.0,4.0,22.92,507,113
4723,,,,8.0,1.0,5.0,98.24,503,190
4724,,,,6.0,3.0,4.0,,610,N
4725,,,,6.0,4.0,2.0,30.79,502,107
4726,,,,6.0,4.0,1.0,99.62,604,320
4727,,,,6.0,3.0,4.0,98.57,600,243
4728,,,,3.0,1.0,4.0,63.49,507,135
4729,,,,6.0,4.0,1.0,76.31,505,140
4730,,,,8.0,2.0,4.0,80.04,603,200
4731,,,,3.0,3.0,5.0,99.36,510,250
4732,,,,6.0,4.0,4.0,,503,N
4733,,,,6.0,5.0,1.0,,502,N
4734,,,,5.0,3.0,6.0,97.66,510,224
4735,,,,6.0,2.0,5.0,99.81,510,305
4736,,,,5.0,1.0,5.0,43.78,506,123
4737,,,,1.0,1.0,4.0,61.88,502,115
4738,,,,8.0,2.0,3.0,87.83,511,190
4739,,,,8.0,3.0,6.0,52.77,501,108
4740,,,,6.0,2.0,5.0,45.92,502,108
4741,,,,8.0,1.0,4.0,76.17,505,145
4742,,,,8.0,2.0,,19.38,509,135
4743,,,,8.0,1.0,3.0,79.58,510,160
4744,,,,8.0,2.0,3.0,97.71,600,230
4745,,,,1.0,1.0,5.0,10.71,411,83
4746,,,,6.0,3.0,4.0,69.55,504,125
4747,,,,8.0,3.0,3.0,27.62,501,101
4748,,,,8.0,2.0,3.0,36.32,508,140
4749,,,,8.0,4.0,4.0,32.93,503,112
4750,,,,8.0,2.0,4.0,98.82,600,242
4751,,,,8.0,2.0,4.0,97.93,509,205
